id,edge1_id,edge2_id,node1_id,node2_id,capacity
0,0,1,0,1,50000000000
1,2,3,2,1,49999999000
2,4,5,2,1,50000000000
3,6,7,3,2,49999998000
4,8,9,2,4,49999999000
5,10,11,2,5,50000000000
6,12,13,2,6,49999998000
7,14,15,7,8,50000000000
8,16,17,9,10,49999998000
9,18,19,9,10,50000000000
10,20,21,11,4,50000001000
11,22,23,8,12,50000000000
12,24,25,10,8,49999999000
13,26,27,13,10,49999999000
14,28,29,6,4,49999999000
15,30,31,14,15,50000001000
16,32,33,16,15,50000000000
17,34,35,2,17,49999997000
18,36,37,16,18,49999998000
19,38,39,2,19,50000000000
20,40,41,20,21,50000000000
21,42,43,22,23,49999999000
22,44,45,16,24,50000000000
23,46,47,3,25,49999999000
24,48,49,26,10,49999999000
25,50,51,27,28,49999999000
26,52,53,29,8,49999999000
27,54,55,27,25,50000000000
28,56,57,30,22,49999999000
29,58,59,3,31,49999999000
30,60,61,8,32,49999999000
31,62,63,10,32,50000001000
32,64,65,3,32,49999998000
33,66,67,24,32,49999999000
34,68,69,33,32,49999999000
35,70,71,2,34,50000001000
36,72,73,24,35,50000000000
37,74,75,36,4,50000000000
38,76,77,37,33,50000000000
39,78,79,38,4,49999999000
40,80,81,33,39,50000000000
41,82,83,21,40,49999999000
42,84,85,41,40,49999998000
43,86,87,42,43,49999997000
44,88,89,44,40,49999998000
45,90,91,8,45,49999998000
46,92,93,33,40,49999999000
47,94,95,43,39,49999998000
48,96,97,22,39,49999998000
49,98,99,46,6,50000000000
50,100,101,100,45,49999998000
51,102,103,100,3,49999998000
52,104,105,100,34,50000000000
53,106,107,100,1,49999999000
54,108,109,100,10,50000000000
55,110,111,100,6,50000001000
56,112,113,100,32,50000000000
57,114,115,100,1,50000000000
58,116,117,100,24,49999999000
59,118,119,100,2,50000000000
60,120,121,101,10,50000000000
61,122,123,101,10,50000000000
62,124,125,101,25,49999998000
63,126,127,101,8,50000000000
64,128,129,101,8,50000001000
65,130,131,101,31,49999999000
66,132,133,101,25,49999998000
67,134,135,101,100,49999998000
68,136,137,101,2,49999998000
69,138,139,101,32,49999999000
70,140,141,102,45,49999998000
71,142,143,102,20,49999996000
72,144,145,102,8,49999999000
73,146,147,102,31,49999999000
74,148,149,102,22,49999998000
75,150,151,102,3,49999999000
76,152,153,102,40,50000000000
77,154,155,102,22,50000000000
78,156,157,102,40,50000001000
79,158,159,102,6,50000001000
80,160,161,103,10,50000000000
81,162,163,103,6,50000000000
82,164,165,103,101,50000000000
83,166,167,103,10,50000000000
84,168,169,103,25,50000001000
85,170,171,103,6,50000001000
86,172,173,103,102,50000001000
87,174,175,103,101,50000000000
88,176,177,103,1,50000000000
89,178,179,103,15,49999999000
90,180,181,104,2,49999998000
91,182,183,104,103,49999999000
92,184,185,104,36,49999999000
93,186,187,104,18,50000000000
94,188,189,104,100,50000000000
95,190,191,104,7,50000001000
96,192,193,104,100,50000000000
97,194,195,104,100,50000001000
98,196,197,104,14,50000000000
99,198,199,104,24,49999999000
100,200,201,105,8,50000001000
101,202,203,105,104,49999999000
102,204,205,105,104,50000000000
103,206,207,105,25,49999999000
104,208,209,105,39,49999997000
105,210,211,105,25,49999999000
106,212,213,105,101,49999998000
107,214,215,105,10,49999999000
108,216,217,105,39,50000001000
109,218,219,105,32,50000000000
110,220,221,106,105,50000000000
111,222,223,106,43,50000001000
112,224,225,106,40,50000001000
113,226,227,106,31,50000000000
114,228,229,106,102,49999999000
115,230,231,106,21,50000001000
116,232,233,106,8,50000000000
117,234,235,106,32,50000000000
118,236,237,106,102,50000002000
119,238,239,106,24,50000000000
120,240,241,107,105,50000000000
121,242,243,107,103,49999999000
122,244,245,107,22,50000001000
123,246,247,107,101,50000001000
124,248,249,107,105,49999999000
125,250,251,107,19,49999998000
126,252,253,107,34,49999999000
127,254,255,107,4,49999998000
128,256,257,107,105,49999998000
129,258,259,107,13,49999998000
130,260,261,108,21,50000001000
131,262,263,108,9,49999999000
132,264,265,108,101,50000000000
133,266,267,108,4,49999999000
134,268,269,108,8,49999998000
135,270,271,108,102,49999999000
136,272,273,108,6,50000000000
137,274,275,108,32,49999999000
138,276,277,108,101,49999999000
139,278,279,108,103,50000000000
140,280,281,109,107,50000001000
141,282,283,109,43,50000000000
142,284,285,109,29,50000000000
143,286,287,109,6,50000000000
144,288,289,109,100,49999998000
